-20.7021      0.1445
-14.6436      0.1205
-12.1996      0.1077
-9.6481      0.0905
-7.4625      0.0726
-5.7881      0.0562
-3.9699      0.0345
-1.4976      0.0039
2.7902      -0.0544
5.9904      -0.0925
8.2086      -0.1190
12.5745      -0.1665
16.5401      -0.2098
18.0313      -0.2270
19.8518      -0.2438
21.3831      -0.2531
22.5877      -0.2576
24.3059      -0.2581
25.9899      -0.2536
27.1626      -0.2477
28.2634      -0.2391
29.0346      -0.2317
30.4687      -0.2138
31.6107      -0.1952
33.3441      -0.1625
35.0827      -0.1185
37.1131      -0.0761
39.0303      -0.0411
39.8774      -0.0277
40.3543      -0.0243
40.8663      -0.0240
41.4865      -0.0270
42.5072      -0.0337
43.5270      -0.0423
44.9086      -0.0595
46.9096      -0.0811
49.7127      -0.1080
50.8424      -0.1163
52.3746      -0.1238
54.5648      -0.1316
56.6103      -0.1362
58.8760      -0.1388
60.3380      -0.1400
62.1294      -0.1404
