-50.9854      0.0033
-46.4008      0.0080
-42.1446      0.0127
-39.0325      0.0156
-34.7848      0.0229
-33.1480      0.0247
-28.7164      0.0261
-22.7814      0.0198
-19.8167      0.0176
-12.4274      0.0187
-5.7034      0.0224
0.5278      0.0261
6.5920      0.0305
12.4126      0.0341
15.4454      0.0361
21.5236      0.0363
25.8008      0.0346
31.2319      0.0318
39.9618      0.0250
48.2046      0.0164
60.0761      0.0035
