-50.459, 0.003
-49.162, 0.006
-46.376, 0.023
-45.705, 0.033
-40.926, 0.183
-39.923, 0.196
-37.801, 0.206
-35.054, 0.210
-33.608, 0.210
-29.299, 0.197
-24.528, 0.178
-19.940, 0.151
-4.796,  0.047
0.000,   0.000
5.293,  -0.026
10.016, -0.061
18.232, -0.113
24.409, -0.147
30.118, -0.176
32.823, -0.187
34.741, -0.191
37.157, -0.190
38.946, -0.183
39.934, -0.176
42.199, -0.116
44.850, -0.034
46.184, -0.018
47.826, -0.006
49.616,  0.000
51.554,  0.003
53.308, -0.002
54.897, -0.009
59.794, -0.041
